"Treat" "tot04" "tot08" "tot12" "adt04" "adt08" "adt12" "length" "width" "speed" "shoulder" "driveways" "intersections" "curves" "curvature"
"1005" 0 0 0 0 1214 1242 961.666666666667 0.523 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1006" 0 0 0 0 1214 1242 961.666666666667 0.347 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1007" 0 0 0 0 1214 1242 961.666666666667 0.698 "> 20 and < 24" "Low" "<= 3" "> 10" "None" ">= 1" 7.40199
"1008" 0 0 0 0 1214 1242 961.666666666667 0.34 ">= 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
"1009" 0 0 0 0 4402 5095 5711 0.377 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 5.34522
"1010" 0 0 1 0 6185 4726 4694.33333333333 0.415 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1011" 0 1 0 2 4681 4570 4404.33333333333 0.402 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" ">= 1" "None" 0
"1012" 0 2 0 1 3679 3763 2205.83333333333 0.525 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 3.88192
"1013" 0 0 1 0 1717 1412 1340.83333333333 0.497 ">= 24" "Low" "<= 3" "> 10" "None" ">= 1" 2.84095
"1014" 0 0 1 2 1290 1350 1332 0.562 "<= 20" "Low" "<= 3" "> 10" ">= 1" "None" 0
"1015" 0 0 1 0 1290 1350 1332 0.641 "<= 20" "Low" "<= 3" "> 10" "None" "None" 0
"1016" 0 0 0 0 1290 1350 1332 0.684 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 2.93623
"1017" 0 0 1 1 1290 1350 1332 0.677 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.42582
"1018" 0 0 0 0 5082 6115 5958 0.571 ">= 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1019" 0 0 1 0 5082 6115 5958 0.525 ">= 24" "High" "> 6" "> 0 and <= 10" "None" "None" 0
"1020" 0 1 0 1 5082 6115 5958 0.401 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 0.936196
"1021" 0 0 1 0 5082 6115 5958 0.5 ">= 24" "Low" "> 6" "> 0 and <= 10" "None" ">= 1" 3.9151
"1022" 0 0 0 0 5082 6115 6405.5 0.333 ">= 24" "Low" "<= 3" "> 10" ">= 1" ">= 1" 1.47898
"1023" 0 0 0 0 1423 1485 880.166666666667 0.371 "<= 20" "Low" "<= 3" "> 10" ">= 1" ">= 1" 72.7946
"1024" 0 0 0 0 1856 1724 1882 0.575 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 11.4475
"1025" 0 0 0 0 1856 1724 1882 0.434 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.68117
"1026" 0 0 0 0 1856 1724 1882 0.301 "<= 20" "Low" "<= 3" "> 10" ">= 1" ">= 1" 10.1095
"1027" 0 0 0 0 4605 3007 3001 0.507 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"1028" 0 0 3 0 4605 3007 3001 0.616 "> 20 and < 24" "Low" "<= 3" "> 10" "None" "None" 0
"1029" 0 1 0 1 4605 3007 3001 0.694 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.85998
"1030" 0 0 2 0 4605 3007 3001 0.637 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.39831
"1031" 0 3 1 0 8428 8197 7732.66666666667 0.152 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" ">= 1" "None" 0
"1032" 0 0 1 3 8428 8197 8401.66666666667 0.471 ">= 24" "High" "> 3 and <= 6" "> 10" "None" ">= 1" 2.49221
"1033" 0 1 0 0 8428 8197 8401.66666666667 0.489 ">= 24" "High" "> 3 and <= 6" "> 10" "None" ">= 1" 3.14036
"1034" 0 2 1 2 8428 8197 8401.66666666667 0.619 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.29689
"1035" 0 0 0 2 931 894 836.833333333333 0.365 "<= 20" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 7.31496
"1036" 0 0 1 4 8225 6431 6164 0.492 "> 20 and < 24" "High" "<= 3" "> 10" ">= 1" ">= 1" 4.02637
"1037" 0 0 0 2 8225 6431 6164 0.464 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.77474
"1038" 0 0 2 1 8225 6431 6164 0.466 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1039" 0 1 1 0 3207 4191 4291.66666666667 0.439 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 14.7751
"1040" 0 1 1 2 6948 6468 6609 0.392 ">= 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
"1041" 0 1 1 1 6948 6468 6609 0.62 ">= 24" "Low" "<= 3" "> 10" "None" "None" 0
"1042" 0 2 0 0 2701 2032 2112.66666666667 0.46 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.67159
"1043" 0 1 0 0 2701 2032 2112.66666666667 0.595 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.845
"1044" 0 0 2 0 2701 2032 2112.66666666667 0.7 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 1.85134
"1045" 0 1 2 1 2701 2032 2112.66666666667 0.42 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 0.877411
"1046" 0 1 3 2 2337 2200 2252.66666666667 0.477 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"1047" 0 1 2 0 2337 2200 2252.66666666667 0.474 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 2.00105
"1048" 0 2 0 1 2217 2262 2303.5 0.53 ">= 24" "High" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 4.71759
"1049" 0 0 1 2 7808 7498 7486.66666666667 0.491 ">= 24" "High" "> 6" "> 0 and <= 10" ">= 1" ">= 1" 4.8168
"1050" 0 0 1 0 9081 8699 8783.33333333333 0.284 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1051" 0 0 0 0 6759 6579 5711.33333333333 0.741 ">= 24" "High" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 1.96631
"1052" 0 1 1 1 9694 9398 9648.33333333333 0.665 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.33785
"1053" 0 0 2 1 9694 9398 9648.33333333333 0.252 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1054" 0 0 1 0 9694 9398 9648.33333333333 0.573 "> 20 and < 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1055" 0 0 1 7 9729 10250 8491.66666666667 0.492 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 7.81381
"1056" 0 0 0 1 9729 10250 8491.66666666667 0.476 "> 20 and < 24" "High" "<= 3" "> 10" "None" "None" 0
"1057" 0 0 3 0 9729 10250 8491.66666666667 0.467 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"1058" 0 0 0 5 9729 10250 8820.16666666667 0.509 "> 20 and < 24" "High" "<= 3" "> 10" ">= 1" ">= 1" 3.18663
"1059" 0 1 2 0 6189 7323 6651.33333333333 0.465 "> 20 and < 24" "Low" "<= 3" "> 10" ">= 1" ">= 1" 12.6374
"1060" 0 0 1 2 7503 7641 7853 0.449 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"1061" 0 1 1 1 7503 7641 7853 0.476 "> 20 and < 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1062" 0 1 0 0 7503 7641 7853 0.559 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1063" 0 1 1 1 6445 5532 6036.16666666667 0.414 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 22.6102
"1064" 0 0 0 0 6181 6674 6653 0.294 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1065" 0 0 2 0 6181 6674 6653 0.596 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 4.29775
"1066" 0 1 1 1 6199 3465 3234.66666666667 0.716 "<= 20" "Low" "<= 3" "> 10" "None" "None" 0
"1067" 0 2 1 2 6199 3465 3234.66666666667 0.643 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 9.1142
"1068" 0 1 0 1 6199 3465 3234.66666666667 0.621 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 6.91175
"1069" 0 0 0 1 6199 3465 3234.66666666667 0.5 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1070" 0 1 0 0 6199 3465 3234.66666666667 0.412 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.17787
"1071" 0 0 1 1 4148 4315 4122.33333333333 0.593 ">= 24" "Low" "<= 3" "> 10" "None" ">= 1" 2.64272
"1072" 0 0 0 1 10395 10417 10423 0.443 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1073" 0 0 0 1 10395 10417 10423 0.503 ">= 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1074" 0 0 1 2 8385 8162 8376.33333333333 0.583 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" "None" 0
"1075" 0 0 0 1 4725 4551 4533.33333333333 0.21 "> 20 and < 24" "Low" "> 6" "> 0 and <= 10" "None" "None" 0
"1076" 0 1 0 2 4725 4551 4533.33333333333 0.451 "> 20 and < 24" "Low" "> 6" "> 10" "None" "None" 0
"1077" 0 0 0 0 4725 4551 4533.33333333333 0.354 "> 20 and < 24" "Low" "> 6" "> 10" "None" "None" 0
"1078" 0 0 1 0 4725 4551 4533.33333333333 0.576 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1079" 0 0 0 0 4725 4551 4533.33333333333 0.375 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1080" 0 0 1 0 4725 4551 4533.33333333333 0.476 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1081" 0 0 0 0 4725 4551 4533.33333333333 0.477 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1082" 0 0 0 1 4725 4551 4533.33333333333 0.505 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 3.60332
"1083" 0 0 0 1 4725 4551 4533.33333333333 0.459 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"1084" 0 0 0 1 4725 4551 4533.33333333333 0.448 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 2.0662
"1085" 0 0 0 0 4725 4551 4533.33333333333 0.46 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1086" 0 0 0 0 4725 4551 4533.33333333333 0.294 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.57875
"1087" 0 0 0 1 4725 4551 4533.33333333333 0.483 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.26514
"1088" 0 1 1 0 2444 2191 2289.33333333333 0.391 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 10.0171
"1089" 0 0 1 0 3433 3581 2937 0.311 "> 20 and < 24" "Low" "<= 3" "> 10" ">= 1" ">= 1" 4.10523
"1090" 0 0 0 0 1105 966 716.666666666667 0.572 "<= 20" "High" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 5.6276
"1091" 0 1 0 0 5999 6561 6751.16666666667 0.035 ">= 24" "Low" "> 3 and <= 6" "None" ">= 1" ">= 1" 8.97107
"1092" 0 0 0 1 2485 2579 2469 0.556 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 8.55559
"1093" 0 0 0 0 2712 2235 2264.66666666667 0.657 "> 20 and < 24" "Low" "<= 3" "None" "None" ">= 1" 38.9637
"1094" 0 0 0 0 2712 2235 2264.66666666667 0.643 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 13.4022
"1095" 0 2 0 0 2712 2235 2264.66666666667 0.539 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.42228
"1096" 0 0 0 0 2712 2235 2264.66666666667 0.507 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 8.29027
"1097" 0 1 1 1 3730 4080 2636.5 0.692 "> 20 and < 24" "Low" "<= 3" "> 10" ">= 1" ">= 1" 8.28958
"1098" 0 0 3 0 4033 3958 3395.83333333333 0.467 "<= 20" "High" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"1099" 0 1 1 2 6223 5985 5765.33333333333 0.723 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 4.10894
"1100" 0 1 0 0 6223 5985 5765.33333333333 0.505 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 4.87944
"1101" 0 0 0 0 6223 5985 5765.33333333333 0.298 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1102" 0 0 0 0 6223 5985 5765.33333333333 0.214 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1103" 0 0 1 1 6223 5985 5765.33333333333 0.584 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 4.90502
"1104" 0 0 1 0 6223 5985 5765.33333333333 0.541 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 5.11113
"1105" 0 0 0 0 1686 1347 1365.33333333333 0.319 "<= 20" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 8.23786
"1106" 0 1 0 0 1686 1347 1365.33333333333 0.361 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 15.1721
"1107" 0 0 0 2 1686 1347 1365.33333333333 0.407 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.44166
"1108" 0 2 0 0 1686 1347 1365.33333333333 0.597 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 18.1007
"1109" 0 2 1 0 1686 1347 1365.33333333333 0.438 "<= 20" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 18.9238
"1110" 0 0 0 0 1686 1347 1365.33333333333 0.486 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 9.1003
"1111" 0 0 0 0 1686 1347 1365.33333333333 0.483 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 11.9167
"1112" 0 0 1 0 1686 1347 1365.33333333333 0.659 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 3.89146
"1113" 0 0 0 0 1686 1347 1365.33333333333 0.434 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1114" 0 1 0 0 1686 1347 1365.33333333333 0.47 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 9.34522
"1115" 0 0 0 1 1686 1347 1365.33333333333 0.472 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.057
"1116" 0 0 0 1 1686 1347 1365.33333333333 0.455 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.10025
"1117" 0 0 0 0 1686 1347 1365.33333333333 0.452 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 15.5273
"1118" 0 1 0 0 1686 1347 1365.33333333333 0.595 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 4.47129
"1119" 0 1 1 2 1686 1347 1365.33333333333 0.556 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 13.6548
"1120" 0 0 1 1 1686 1347 1365.33333333333 0.468 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.93929
"1121" 0 2 0 1 1686 1347 1365.33333333333 0.619 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 8.74329
"1122" 0 0 0 0 2235 2587 2608.16666666667 0.42 "> 20 and < 24" "Low" "> 6" "> 0 and <= 10" ">= 1" ">= 1" 5.33392
"1123" 0 1 1 2 9558 9982 11098.2333333333 0.473 ">= 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
"1124" 0 0 0 0 1889 2197 1719.66666666667 0.397 "> 20 and < 24" "Low" "<= 3" "None" ">= 1" "None" 0
"1125" 0 0 2 0 1650 1606 1531 0.446 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 7.03744
"1126" 0 1 2 0 3903 3732 4097.5 0.281 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 11.2529
"1127" 0 0 0 0 3787 3864 3667.66666666667 0.438 ">= 24" "High" "> 6" "> 0 and <= 10" ">= 1" ">= 1" 1.2893
"1128" 0 0 0 0 4525 3351 3258.33333333333 0.585 ">= 24" "High" "> 6" "> 0 and <= 10" "None" ">= 1" 1.51088
"1129" 0 0 0 0 4525 3351 3258.33333333333 0.465 ">= 24" "High" "> 6" "> 0 and <= 10" "None" ">= 1" 2.93591
"1130" 0 0 0 0 4525 3351 3258.33333333333 0.46 ">= 24" "High" "> 6" "> 0 and <= 10" "None" ">= 1" 2.99362
"1131" 0 0 0 0 4525 3351 3258.33333333333 0.709 ">= 24" "High" "> 6" "> 0 and <= 10" "None" ">= 1" 2.81018
"1132" 0 0 2 2 4525 3351 3258.33333333333 0.353 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 7.67747
"1133" 0 0 0 1 4525 3351 3258.33333333333 0.363 "> 20 and < 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1134" 0 0 0 0 4525 3351 3258.33333333333 0.559 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.12762
"1135" 0 0 1 1 4525 3351 3258.33333333333 0.487 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 4.43513
"1136" 0 0 1 1 4525 3351 3258.33333333333 0.612 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.97981
"1137" 0 0 0 0 4525 3351 3258.33333333333 0.408 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 4.70177
"1138" 0 1 1 0 4525 3351 3258.33333333333 0.504 "> 20 and < 24" "High" "> 3 and <= 6" "None" "None" "None" 0
"1139" 0 0 0 0 2119 1740 1862 0.562 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.56243
"1140" 0 0 0 0 2119 1740 1862 0.607 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.60953
"1141" 0 0 0 0 2119 1740 1862 0.448 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.93285
"1142" 0 0 0 0 2119 1740 1862 0.661 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.8071
"1143" 0 0 0 0 2119 1740 1862 0.546 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.94148
"1144" 0 0 0 0 2119 1740 1862 0.353 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1145" 0 0 0 0 2119 1740 1862 0.436 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.43164
"1146" 0 0 0 0 2119 1740 1862 0.508 ">= 24" "High" "> 3 and <= 6" "None" "None" ">= 1" 2.42951
"1147" 0 1 0 0 2119 1740 1862 0.419 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.008
"1148" 0 0 1 0 2119 1740 1862 0.376 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1149" 0 0 0 1 2119 1740 1862 0.23 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 4.75738
"1150" 0 0 0 0 2290 2393 2290 0.506 ">= 24" "High" "> 3 and <= 6" "None" "None" ">= 1" 1.41601
"1151" 0 0 0 1 2290 2393 2290 0.45 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.86303
"1152" 0 0 0 0 2290 2393 2290 0.41 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 2.18586
"1153" 0 0 0 0 2290 2393 2290 0.56 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.50164
"1154" 0 0 1 0 2290 2393 2290 0.669 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 3.1686
"1155" 0 0 0 0 980 919 917.333333333333 0.442 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.12976
"1156" 0 0 0 0 980 919 917.333333333333 0.422 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.95806
"1157" 0 0 0 0 1482 1380 1377.66666666667 0.451 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.30977
"1158" 0 0 0 0 1406 1260 1195.33333333333 0.472 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 4.11762
"1159" 0 1 1 0 1406 1260 1341.5 0.53 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"1160" 0 2 1 1 3012 2735 2593 0.352 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 10.005
"1161" 0 0 0 0 3012 2735 2593 0.434 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.76028
"1162" 0 0 0 0 6857 4870 4233.66666666667 0.438 ">= 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
"1163" 0 2 1 0 6981 5900 6100.16666666667 0.409 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 0.988507
"1164" 0 0 0 0 2051 1692 1668 0.43 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 77.8285
"1165" 0 0 0 0 10132 10388 9681 0.219 ">= 24" "High" "> 6" "> 0 and <= 10" "None" ">= 1" 3.041
"1166" 0 4 2 0 10132 10388 9681 0.537 ">= 24" "High" "> 6" "> 0 and <= 10" "None" "None" 0
"1167" 0 0 1 1 10132 10388 9681 0.506 ">= 24" "High" "> 6" "> 0 and <= 10" "None" "None" 0
"1168" 0 2 2 3 10132 10388 9681 0.504 ">= 24" "High" "> 6" "> 0 and <= 10" "None" ">= 1" 5.30275
"1169" 0 0 0 0 10132 10388 9681 0.297 ">= 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 7.06082
"1170" 0 0 0 0 6246 5704 5568.66666666667 0.236 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"1171" 0 0 1 0 2165 2147 2135.66666666667 0.423 ">= 24" "Low" "<= 3" "> 10" ">= 1" ">= 1" 6.7926
"1172" 0 1 0 1 1610 1650 1680.16666666667 0.416 "<= 20" "Low" "<= 3" "> 10" ">= 1" ">= 1" 3.96402
"1173" 0 1 0 1 2792 3067 2885 0.501 "> 20 and < 24" "Low" "<= 3" "> 10" "None" ">= 1" 2.20944
"1174" 0 0 0 0 2792 3067 2885 0.479 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.45668
"1175" 0 0 0 0 2792 3067 2885 0.523 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.091
"1176" 0 0 0 1 2792 3067 2885 0.582 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 5.75212
"1177" 0 0 0 0 2792 3067 2885 0.504 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 4.7685
"1178" 0 0 0 0 2792 3067 2885 0.429 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 22.1115
"1179" 0 1 0 0 1179 1017 1016.33333333333 0.314 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.04426
"1180" 0 0 0 1 1179 1017 1016.33333333333 0.458 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.94184
"1181" 0 1 0 1 1179 1017 1016.33333333333 0.354 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 7.05094
"1182" 0 1 1 1 1179 1017 1016.33333333333 0.495 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 8.24406
"1183" 0 2 0 0 1179 1017 1016.33333333333 0.53 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 3.29562
"1184" 0 0 1 1 1179 1017 1016.33333333333 0.362 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 28.7324
"1185" 0 1 0 0 2008 2273 2163.66666666667 0.591 "<= 20" "Low" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 6.39433
"1186" 0 1 1 1 2008 2273 2163.66666666667 0.608 "<= 20" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 4.60018
"1187" 0 1 0 0 2008 2273 2163.66666666667 0.706 "<= 20" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.8604
"1188" 0 0 0 0 2008 2273 2163.66666666667 0.418 "<= 20" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1189" 0 2 0 0 2008 2273 2163.66666666667 0.43 "<= 20" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.56073
"1190" 0 0 1 0 2008 2273 2163.66666666667 0.368 "<= 20" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.38816
"1191" 0 0 0 0 2008 2273 2163.66666666667 0.455 "<= 20" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.13394
"1192" 0 0 0 1 2008 2273 2163.66666666667 0.564 "<= 20" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1193" 0 0 0 0 2008 2273 2163.66666666667 0.51 "<= 20" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"1194" 0 1 0 2 2008 2273 2163.66666666667 0.68 "<= 20" "High" "> 3 and <= 6" "> 10" "None" ">= 1" 1.14562
"1195" 0 2 0 0 2008 2273 2163.66666666667 0.489 "<= 20" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.67789
"1196" 0 1 1 0 2008 2273 2163.66666666667 0.698 "<= 20" "High" "> 3 and <= 6" "> 10" "None" ">= 1" 1.59064
"1197" 0 0 1 1 2008 2273 2163.66666666667 0.542 "<= 20" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"1198" 0 0 1 1 2008 2273 2163.66666666667 0.401 "<= 20" "High" "> 3 and <= 6" "> 10" "None" ">= 1" 4.08067
"1199" 0 0 1 0 2008 2273 2163.66666666667 0.492 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"1200" 0 5 0 1 3815 3438 3505.83333333333 0.568 "> 20 and < 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
